irn,vendor_gstin,invoice_date,taxable_value
INV-002167,09AAKCS4456L1ZR,2026-01-08,284625
INV-002168,32AACCT2456M1ZP,2026-01-09,286000
INV-002169,INVALID_GSTIN_A,2026-01-10,287375
INV-002170,27AAPFU0939F1Z5,2026-01-11,288750
INV-002171,07BBPFU0939F1Z2,2026-01-12,290125
INV-002172,33CCPFU0939F1Z1,2026-01-13,291500
INV-002173,29ABCDE1234F1Z5,2026-01-14,292875
INV-002174,24AAACB2894G1ZQ,2026-01-15,294250
INV-002175,19AABCU9603R1ZX,2026-01-16,295625
INV-002176,06AAECS1234B1Z7,2026-01-17,297000
INV-002177,09AAKCS4456L1ZR,2026-01-18,298375
INV-002178,32AACCT2456M1ZP,2026-01-19,299750
INV-002179,INVALID_GSTIN_A,2026-01-20,301125
INV-002180,27AAPFU0939F1Z5,2026-01-21,302500
INV-002181,07BBPFU0939F1Z2,2026-01-22,303875
INV-002182,33CCPFU0939F1Z1,2026-01-23,305250
INV-002183,29ABCDE1234F1Z5,2026-01-24,310000
INV-002184,24AAACB2894G1ZQ,2026-01-25,308000
INV-002185,19AABCU9603R1ZX,2026-01-26,309375
INV-002186,06AAECS1234B1Z7,2026-01-27,310750
INV-002187,09AAKCS4456L1ZR,2026-01-28,312125
INV-002188,32AACCT2456M1ZP,2026-01-29,313500
INV-002189,INVALID_GSTIN_A,2026-01-30,314875
INV-002190,27AAPFU0939F1Z5,2026-01-31,316250
INV-002191,07BBPFU0939F1Z2,2026-02-01,317625
INV-002192,33CCPFU0939F1Z1,2026-02-02,319000
INV-002193,29ABCDE1234F1Z5,2026-02-03,320375
INV-002194,24AAACB2894G1ZQ,2026-02-04,321750
INV-002195,19AABCU9603R1ZX,2026-02-05,323125
INV-002196,06AAECS1234B1Z7,2026-02-06,324500
INV-002197,09AAKCS4456L1ZR,2026-02-07,325875
INV-002198,32AACCT2456M1ZP,2026-02-08,327250
INV-002199,INVALID_GSTIN_A,2026-02-09,328625
INV-002200,27AAPFU0939F1Z5,2026-02-10,330000
INV-002201,07BBPFU0939F1Z2,2026-02-11,331375
INV-002202,33CCPFU0939F1Z1,2026-02-12,332750
INV-002203,29ABCDE1234F1Z5,2026-02-13,334125
INV-002204,24AAACB2894G1ZQ,2026-02-14,335500
INV-002205,19AABCU9603R1ZX,2026-02-15,336875
INV-002206,06AAECS1234B1Z7,2026-02-16,338250
INV-002207,09AAKCS4456L1ZR,2026-02-17,339625
INV-002208,32AACCT2456M1ZP,2026-02-18,341000
INV-002209,INVALID_GSTIN_A,2026-02-19,342375
INV-002210,27AAPFU0939F1Z5,2026-02-20,343750
INV-002211,07BBPFU0939F1Z2,2026-02-21,345125
INV-002212,33CCPFU0939F1Z1,2026-02-22,346500
INV-002213,29ABCDE1234F1Z5,2026-02-23,347875
INV-002214,24AAACB2894G1ZQ,2026-02-24,349250
INV-002215,19AABCU9603R1ZX,2026-02-25,350625
INV-002216,06AAECS1234B1Z7,2026-02-26,352000
INV-002217,09AAKCS4456L1ZR,2026-02-27,353375
INV-002218,32AACCT2456M1ZP,2026-02-28,354750
INV-002219,INVALID_GSTIN_A,2026-03-01,356125
INV-002220,27AAPFU0939F1Z5,2026-03-02,360000
INV-002221,07BBPFU0939F1Z2,2026-03-03,358875
INV-002222,33CCPFU0939F1Z1,2026-03-04,360250
INV-002223,29ABCDE1234F1Z5,2026-03-05,361625
INV-002224,24AAACB2894G1ZQ,2026-03-06,363000
INV-002225,19AABCU9603R1ZX,2026-03-07,364375
INV-002226,06AAECS1234B1Z7,2026-03-08,365750
INV-002227,09AAKCS4456L1ZR,2026-03-09,367125
INV-002228,32AACCT2456M1ZP,2026-03-10,368500
INV-002229,INVALID_GSTIN_A,2026-03-11,369875
INV-002230,27AAPFU0939F1Z5,2026-03-12,371250
INV-002231,07BBPFU0939F1Z2,2026-03-13,372625
INV-002232,33CCPFU0939F1Z1,2026-03-14,374000
INV-002233,29ABCDE1234F1Z5,2026-03-15,375375
INV-002234,24AAACB2894G1ZQ,2026-03-16,376750
INV-002235,19AABCU9603R1ZX,2026-03-17,378125
INV-002236,06AAECS1234B1Z7,2026-03-18,379500
INV-002237,09AAKCS4456L1ZR,2026-03-19,380875
INV-002238,32AACCT2456M1ZP,2026-03-20,382250
INV-002239,INVALID_GSTIN_A,2026-03-21,383625
INV-002240,27AAPFU0939F1Z5,2026-03-22,385000
INV-002241,07BBPFU0939F1Z2,2026-03-23,386375
INV-002242,33CCPFU0939F1Z1,2026-03-24,387750
INV-002243,29ABCDE1234F1Z5,2026-03-25,389125
INV-002244,24AAACB2894G1ZQ,2026-03-26,390500
INV-002245,19AABCU9603R1ZX,2026-03-27,391875
INV-002246,06AAECS1234B1Z7,2026-03-28,393250
INV-002247,09AAKCS4456L1ZR,2026-03-29,394625
INV-002248,32AACCT2456M1ZP,2026-03-30,396000
INV-002249,INVALID_GSTIN_A,2026-03-31,397375
INV-002250,27AAPFU0939F1Z5,2026-04-01,398750
INV-002251,07BBPFU0939F1Z2,2026-04-02,400125
INV-002252,33CCPFU0939F1Z1,2026-04-03,401500
INV-002253,29ABCDE1234F1Z5,2026-04-04,402875
INV-002254,24AAACB2894G1ZQ,2026-04-05,404250
INV-002255,19AABCU9603R1ZX,2026-04-06,405625
INV-002256,06AAECS1234B1Z7,2026-04-07,407000
INV-002257,09AAKCS4456L1ZR,2026-04-08,410000
INV-002258,32AACCT2456M1ZP,2026-04-09,409750
INV-002259,INVALID_GSTIN_A,2026-04-10,411125
INV-002260,27AAPFU0939F1Z5,2026-04-11,412500
INV-002261,07BBPFU0939F1Z2,2026-04-12,413875
INV-002262,33CCPFU0939F1Z1,2026-04-13,415250
INV-002263,29ABCDE1234F1Z5,2026-04-14,416625
INV-002264,24AAACB2894G1ZQ,2026-04-15,418000
INV-002265,19AABCU9603R1ZX,2026-04-16,419375
INV-002266,06AAECS1234B1Z7,2026-04-17,420750
INV-002267,09AAKCS4456L1ZR,2026-04-18,422125
INV-002268,32AACCT2456M1ZP,2026-04-19,423500
INV-002269,INVALID_GSTIN_A,2026-04-20,424875
INV-002270,27AAPFU0939F1Z5,2026-04-21,426250
INV-002271,07BBPFU0939F1Z2,2026-04-22,427625
INV-002272,33CCPFU0939F1Z1,2026-04-23,429000
INV-002273,29ABCDE1234F1Z5,2026-04-24,430375
INV-002274,24AAACB2894G1ZQ,2026-04-25,431750
INV-002275,19AABCU9603R1ZX,2026-04-26,433125
INV-002276,06AAECS1234B1Z7,2026-04-27,434500
INV-002277,09AAKCS4456L1ZR,2026-04-28,435875
INV-002278,32AACCT2456M1ZP,2026-04-29,437250
INV-002279,INVALID_GSTIN_A,2026-04-30,438625
INV-002280,27AAPFU0939F1Z5,2026-01-01,440000
INV-002281,07BBPFU0939F1Z2,2026-01-02,441375
INV-002282,33CCPFU0939F1Z1,2026-01-03,442750
INV-002283,29ABCDE1234F1Z5,2026-01-04,444125
INV-002284,24AAACB2894G1ZQ,2026-01-05,445500
INV-002285,19AABCU9603R1ZX,2026-01-06,446875
INV-002286,06AAECS1234B1Z7,2026-01-07,448250
INV-002287,09AAKCS4456L1ZR,2026-01-08,449625
INV-002288,32AACCT2456M1ZP,2026-01-09,451000
INV-002289,INVALID_GSTIN_A,2026-01-10,452375
INV-002290,27AAPFU0939F1Z5,2026-01-11,453750
INV-002291,07BBPFU0939F1Z2,2026-01-12,455125
INV-002292,33CCPFU0939F1Z1,2026-01-13,456500
INV-002293,29ABCDE1234F1Z5,2026-01-14,457875
INV-002294,24AAACB2894G1ZQ,2026-01-15,460000
INV-002295,19AABCU9603R1ZX,2026-01-16,460625
INV-002296,06AAECS1234B1Z7,2026-01-17,462000
INV-002297,09AAKCS4456L1ZR,2026-01-18,463375
INV-002298,32AACCT2456M1ZP,2026-01-19,464750
INV-002299,INVALID_GSTIN_A,2026-01-20,466125
INV-002300,27AAPFU0939F1Z5,2026-01-21,467500
INV-002301,07BBPFU0939F1Z2,2026-01-22,468875
INV-002302,33CCPFU0939F1Z1,2026-01-23,470250
INV-002303,29ABCDE1234F1Z5,2026-01-24,471625
INV-002304,24AAACB2894G1ZQ,2026-01-25,473000
INV-002305,19AABCU9603R1ZX,2026-01-26,474375
INV-002306,06AAECS1234B1Z7,2026-01-27,475750
INV-002307,09AAKCS4456L1ZR,2026-01-28,477125
INV-002308,32AACCT2456M1ZP,2026-01-29,478500
INV-002309,INVALID_GSTIN_A,2026-01-30,479875
INV-002310,27AAPFU0939F1Z5,2026-01-31,481250
INV-002311,07BBPFU0939F1Z2,2026-02-01,482625
INV-002312,33CCPFU0939F1Z1,2026-02-02,484000
INV-002313,29ABCDE1234F1Z5,2026-02-03,485375
INV-002314,24AAACB2894G1ZQ,2026-02-04,486750
INV-002315,19AABCU9603R1ZX,2026-02-05,488125
INV-002316,06AAECS1234B1Z7,2026-02-06,489500
INV-002317,09AAKCS4456L1ZR,2026-02-07,490875
INV-002318,32AACCT2456M1ZP,2026-02-08,492250
INV-002319,INVALID_GSTIN_A,2026-02-09,493625
INV-002320,27AAPFU0939F1Z5,2026-02-10,495000
INV-002321,07BBPFU0939F1Z2,2026-02-11,496375
INV-002322,33CCPFU0939F1Z1,2026-02-12,497750
INV-002323,29ABCDE1234F1Z5,2026-02-13,499125
INV-002324,24AAACB2894G1ZQ,2026-02-14,500500
INV-002325,19AABCU9603R1ZX,2026-02-15,501875
INV-002326,06AAECS1234B1Z7,2026-02-16,503250
INV-002327,09AAKCS4456L1ZR,2026-02-17,504625
INV-002328,32AACCT2456M1ZP,2026-02-18,506000
INV-002329,INVALID_GSTIN_A,2026-02-19,507375
INV-002330,27AAPFU0939F1Z5,2026-02-20,508750
INV-002331,07BBPFU0939F1Z2,2026-02-21,510000
INV-002332,33CCPFU0939F1Z1,2026-02-22,511500
INV-002333,29ABCDE1234F1Z5,2026-02-23,512875
INV-002334,24AAACB2894G1ZQ,2026-02-24,514250
INV-002335,19AABCU9603R1ZX,2026-02-25,515625
INV-002336,06AAECS1234B1Z7,2026-02-26,517000
INV-002337,09AAKCS4456L1ZR,2026-02-27,518375
INV-002338,32AACCT2456M1ZP,2026-02-28,519750
INV-002339,INVALID_GSTIN_A,2026-03-01,521125
INV-002340,27AAPFU0939F1Z5,2026-03-02,522500
INV-002341,07BBPFU0939F1Z2,2026-03-03,523875
INV-002342,33CCPFU0939F1Z1,2026-03-04,525250
INV-002343,29ABCDE1234F1Z5,2026-03-05,526625
INV-002344,24AAACB2894G1ZQ,2026-03-06,528000
INV-002345,19AABCU9603R1ZX,2026-03-07,529375
INV-002346,06AAECS1234B1Z7,2026-03-08,530750
INV-002347,09AAKCS4456L1ZR,2026-03-09,532125
INV-002348,32AACCT2456M1ZP,2026-03-10,533500
INV-002349,INVALID_GSTIN_A,2026-03-11,534875
INV-002350,27AAPFU0939F1Z5,2026-03-12,536250
INV-002351,07BBPFU0939F1Z2,2026-03-13,537625
INV-002352,33CCPFU0939F1Z1,2026-03-14,539000
INV-002353,29ABCDE1234F1Z5,2026-03-15,540375
INV-002354,24AAACB2894G1ZQ,2026-03-16,541750
INV-002355,19AABCU9603R1ZX,2026-03-17,543125
INV-002356,06AAECS1234B1Z7,2026-03-18,544500
INV-002357,09AAKCS4456L1ZR,2026-03-19,545875
INV-002358,32AACCT2456M1ZP,2026-03-20,547250
INV-002359,INVALID_GSTIN_A,2026-03-21,548625
INV-002360,27AAPFU0939F1Z5,2026-03-22,550000
INV-002361,07BBPFU0939F1Z2,2026-03-23,551375
INV-002362,33CCPFU0939F1Z1,2026-03-24,552750
INV-002363,29ABCDE1234F1Z5,2026-03-25,554125
INV-002364,24AAACB2894G1ZQ,2026-03-26,555500
INV-002365,19AABCU9603R1ZX,2026-03-27,556875
INV-002366,06AAECS1234B1Z7,2026-03-28,558250
INV-002367,09AAKCS4456L1ZR,2026-03-29,559625
INV-002368,32AACCT2456M1ZP,2026-03-30,560000
INV-002369,INVALID_GSTIN_A,2026-03-31,562375
INV-002370,27AAPFU0939F1Z5,2026-04-01,563750
INV-002371,07BBPFU0939F1Z2,2026-04-02,565125
INV-002372,33CCPFU0939F1Z1,2026-04-03,566500
INV-002373,29ABCDE1234F1Z5,2026-04-04,567875
INV-002374,24AAACB2894G1ZQ,2026-04-05,569250
INV-002375,19AABCU9603R1ZX,2026-04-06,570625
INV-002376,06AAECS1234B1Z7,2026-04-07,572000
INV-002377,09AAKCS4456L1ZR,2026-04-08,573375
INV-002378,32AACCT2456M1ZP,2026-04-09,574750
INV-002379,INVALID_GSTIN_A,2026-04-10,576125
INV-002380,27AAPFU0939F1Z5,2026-04-11,577500
INV-002381,07BBPFU0939F1Z2,2026-04-12,578875
INV-002382,33CCPFU0939F1Z1,2026-04-13,580250
INV-002383,29ABCDE1234F1Z5,2026-04-14,581625
INV-002384,24AAACB2894G1ZQ,2026-04-15,583000
INV-002385,19AABCU9603R1ZX,2026-04-16,584375
INV-002386,06AAECS1234B1Z7,2026-04-17,585750
INV-002387,09AAKCS4456L1ZR,2026-04-18,587125
INV-002388,32AACCT2456M1ZP,2026-04-19,588500
INV-002389,INVALID_GSTIN_A,2026-04-20,589875
INV-002390,27AAPFU0939F1Z5,2026-04-21,591250
INV-002391,07BBPFU0939F1Z2,2026-04-22,592625
INV-002392,33CCPFU0939F1Z1,2026-04-23,594000
INV-002393,29ABCDE1234F1Z5,2026-04-24,595375
INV-002394,24AAACB2894G1ZQ,2026-04-25,596750
INV-002395,19AABCU9603R1ZX,2026-04-26,598125
INV-002396,06AAECS1234B1Z7,2026-04-27,599500
INV-002397,09AAKCS4456L1ZR,2026-04-28,600875
INV-002398,32AACCT2456M1ZP,2026-04-29,602250
INV-002399,INVALID_GSTIN_A,2026-04-30,603625
INV-002400,27AAPFU0939F1Z5,2026-01-01,605000
INV-002401,07BBPFU0939F1Z2,2026-01-02,606375
INV-002402,33CCPFU0939F1Z1,2026-01-03,607750
INV-002403,29ABCDE1234F1Z5,2026-01-04,609125
INV-002404,24AAACB2894G1ZQ,2026-01-05,610500
INV-002405,19AABCU9603R1ZX,2026-01-06,610000
INV-002406,06AAECS1234B1Z7,2026-01-07,613250
INV-002407,09AAKCS4456L1ZR,2026-01-08,614625
INV-002408,32AACCT2456M1ZP,2026-01-09,616000
INV-002409,INVALID_GSTIN_A,2026-01-10,617375
INV-002410,27AAPFU0939F1Z5,2026-01-11,618750
INV-002411,07BBPFU0939F1Z2,2026-01-12,620125
INV-002412,33CCPFU0939F1Z1,2026-01-13,621500
INV-002413,29ABCDE1234F1Z5,2026-01-14,622875
INV-002414,24AAACB2894G1ZQ,2026-01-15,624250
INV-002415,19AABCU9603R1ZX,2026-01-16,625625
INV-002416,06AAECS1234B1Z7,2026-01-17,627000
INV-002417,09AAKCS4456L1ZR,2026-01-18,628375
INV-002418,32AACCT2456M1ZP,2026-01-19,629750
INV-002419,INVALID_GSTIN_A,2026-01-20,631125
INV-002420,27AAPFU0939F1Z5,2026-01-21,632500
INV-002421,07BBPFU0939F1Z2,2026-01-22,633875
INV-002422,33CCPFU0939F1Z1,2026-01-23,635250
INV-002423,29ABCDE1234F1Z5,2026-01-24,636625
INV-002424,24AAACB2894G1ZQ,2026-01-25,638000
INV-002425,19AABCU9603R1ZX,2026-01-26,639375
INV-002426,06AAECS1234B1Z7,2026-01-27,640750
INV-002427,09AAKCS4456L1ZR,2026-01-28,642125
INV-002428,32AACCT2456M1ZP,2026-01-29,643500
INV-002429,INVALID_GSTIN_A,2026-01-30,644875
INV-002430,27AAPFU0939F1Z5,2026-01-31,646250
INV-002431,07BBPFU0939F1Z2,2026-02-01,647625
INV-002432,33CCPFU0939F1Z1,2026-02-02,649000
INV-002433,29ABCDE1234F1Z5,2026-02-03,650375
INV-002434,24AAACB2894G1ZQ,2026-02-04,651750
INV-002435,19AABCU9603R1ZX,2026-02-05,653125
INV-002436,06AAECS1234B1Z7,2026-02-06,654500
INV-002437,09AAKCS4456L1ZR,2026-02-07,655875
INV-002438,32AACCT2456M1ZP,2026-02-08,657250
INV-002439,INVALID_GSTIN_A,2026-02-09,658625
INV-002440,27AAPFU0939F1Z5,2026-02-10,660000
INV-002441,07BBPFU0939F1Z2,2026-02-11,661375
INV-002442,33CCPFU0939F1Z1,2026-02-12,660000
INV-002443,29ABCDE1234F1Z5,2026-02-13,664125
INV-002444,24AAACB2894G1ZQ,2026-02-14,665500
INV-002445,19AABCU9603R1ZX,2026-02-15,666875
INV-002446,06AAECS1234B1Z7,2026-02-16,668250
INV-002447,09AAKCS4456L1ZR,2026-02-17,669625
INV-002448,32AACCT2456M1ZP,2026-02-18,671000
INV-002449,INVALID_GSTIN_A,2026-02-19,672375
INV-002450,27AAPFU0939F1Z5,2026-02-20,673750
INV-002451,07BBPFU0939F1Z2,2026-02-21,675125
INV-002452,33CCPFU0939F1Z1,2026-02-22,676500
INV-002453,29ABCDE1234F1Z5,2026-02-23,677875
INV-002454,24AAACB2894G1ZQ,2026-02-24,679250
INV-002455,19AABCU9603R1ZX,2026-02-25,680625
INV-002456,06AAECS1234B1Z7,2026-02-26,682000
INV-002457,09AAKCS4456L1ZR,2026-02-27,683375
INV-002458,32AACCT2456M1ZP,2026-02-28,684750
INV-002459,INVALID_GSTIN_A,2026-03-01,686125
INV-002460,27AAPFU0939F1Z5,2026-03-02,687500
INV-002461,07BBPFU0939F1Z2,2026-03-03,688875
INV-002462,33CCPFU0939F1Z1,2026-03-04,690250
INV-002463,29ABCDE1234F1Z5,2026-03-05,691625
INV-002464,24AAACB2894G1ZQ,2026-03-06,693000
INV-002465,19AABCU9603R1ZX,2026-03-07,694375
INV-002466,06AAECS1234B1Z7,2026-03-08,695750
INV-002467,09AAKCS4456L1ZR,2026-03-09,697125
INV-002468,32AACCT2456M1ZP,2026-03-10,698500
INV-002469,INVALID_GSTIN_A,2026-03-11,699875
INV-002470,27AAPFU0939F1Z5,2026-03-12,701250
INV-002471,07BBPFU0939F1Z2,2026-03-13,702625
INV-002472,33CCPFU0939F1Z1,2026-03-14,704000
INV-002473,29ABCDE1234F1Z5,2026-03-15,705375
INV-002474,24AAACB2894G1ZQ,2026-03-16,706750
INV-002475,19AABCU9603R1ZX,2026-03-17,708125
INV-002476,06AAECS1234B1Z7,2026-03-18,709500
INV-002477,09AAKCS4456L1ZR,2026-03-19,710875
INV-002478,32AACCT2456M1ZP,2026-03-20,712250
INV-002479,INVALID_GSTIN_A,2026-03-21,710000
INV-002480,27AAPFU0939F1Z5,2026-03-22,715000
INV-002481,07BBPFU0939F1Z2,2026-03-23,716375
INV-002482,33CCPFU0939F1Z1,2026-03-24,717750
INV-002483,29ABCDE1234F1Z5,2026-03-25,719125
INV-002484,24AAACB2894G1ZQ,2026-03-26,720500
INV-002485,19AABCU9603R1ZX,2026-03-27,721875
INV-002486,06AAECS1234B1Z7,2026-03-28,723250
INV-002487,09AAKCS4456L1ZR,2026-03-29,724625
INV-002488,32AACCT2456M1ZP,2026-03-30,726000
INV-002489,INVALID_GSTIN_A,2026-03-31,727375
INV-002490,27AAPFU0939F1Z5,2026-04-01,728750
INV-002491,07BBPFU0939F1Z2,2026-04-02,730125
INV-002492,33CCPFU0939F1Z1,2026-04-03,731500
INV-002493,29ABCDE1234F1Z5,2026-04-04,732875
INV-002494,24AAACB2894G1ZQ,2026-04-05,734250
INV-002495,19AABCU9603R1ZX,2026-04-06,735625
INV-002496,06AAECS1234B1Z7,2026-04-07,737000
INV-002497,09AAKCS4456L1ZR,2026-04-08,738375
INV-002498,32AACCT2456M1ZP,2026-04-09,739750
INV-002499,INVALID_GSTIN_A,2026-04-10,741125
INV-002500,27AAPFU0939F1Z5,2026-04-11,742500
INV-002501,07BBPFU0939F1Z2,2026-04-12,743875
INV-002502,33CCPFU0939F1Z1,2026-04-13,745250
INV-002503,29ABCDE1234F1Z5,2026-04-14,746625
INV-002504,24AAACB2894G1ZQ,2026-04-15,748000
INV-002505,19AABCU9603R1ZX,2026-04-16,749375
INV-002506,06AAECS1234B1Z7,2026-04-17,750750
INV-002507,09AAKCS4456L1ZR,2026-04-18,752125
INV-002508,32AACCT2456M1ZP,2026-04-19,753500
INV-002509,INVALID_GSTIN_A,2026-04-20,754875
INV-002510,27AAPFU0939F1Z5,2026-04-21,756250
INV-002511,07BBPFU0939F1Z2,2026-04-22,757625
INV-002512,33CCPFU0939F1Z1,2026-04-23,759000
INV-002513,29ABCDE1234F1Z5,2026-04-24,760375
INV-002514,24AAACB2894G1ZQ,2026-04-25,761750
INV-002515,19AABCU9603R1ZX,2026-04-26,763125
INV-002516,06AAECS1234B1Z7,2026-04-27,760000
INV-002517,09AAKCS4456L1ZR,2026-04-28,765875
INV-002518,32AACCT2456M1ZP,2026-04-29,767250
INV-002519,INVALID_GSTIN_A,2026-04-30,768625
INV-002520,27AAPFU0939F1Z5,2026-01-01,770000
INV-002521,07BBPFU0939F1Z2,2026-01-02,771375
INV-002522,33CCPFU0939F1Z1,2026-01-03,772750
INV-002523,29ABCDE1234F1Z5,2026-01-04,774125
INV-002524,24AAACB2894G1ZQ,2026-01-05,775500
INV-002525,19AABCU9603R1ZX,2026-01-06,776875
INV-002526,06AAECS1234B1Z7,2026-01-07,778250
INV-002527,09AAKCS4456L1ZR,2026-01-08,779625
INV-002528,32AACCT2456M1ZP,2026-01-09,781000
INV-002529,INVALID_GSTIN_A,2026-01-10,782375
INV-002530,27AAPFU0939F1Z5,2026-01-11,783750
INV-002531,07BBPFU0939F1Z2,2026-01-12,785125
INV-002532,33CCPFU0939F1Z1,2026-01-13,786500
INV-002533,29ABCDE1234F1Z5,2026-01-14,787875
INV-002534,24AAACB2894G1ZQ,2026-01-15,789250
INV-002535,19AABCU9603R1ZX,2026-01-16,790625
INV-002536,06AAECS1234B1Z7,2026-01-17,792000
INV-002537,09AAKCS4456L1ZR,2026-01-18,793375
INV-002538,32AACCT2456M1ZP,2026-01-19,794750
INV-002539,INVALID_GSTIN_A,2026-01-20,796125
INV-002540,27AAPFU0939F1Z5,2026-01-21,797500
INV-002541,07BBPFU0939F1Z2,2026-01-22,798875
INV-002542,33CCPFU0939F1Z1,2026-01-23,800250
INV-002543,29ABCDE1234F1Z5,2026-01-24,801625
INV-002544,24AAACB2894G1ZQ,2026-01-25,803000
INV-002545,19AABCU9603R1ZX,2026-01-26,804375
INV-002546,06AAECS1234B1Z7,2026-01-27,805750
INV-002547,09AAKCS4456L1ZR,2026-01-28,807125
INV-002548,32AACCT2456M1ZP,2026-01-29,808500
INV-002549,INVALID_GSTIN_A,2026-01-30,809875
INV-002550,27AAPFU0939F1Z5,2026-01-31,811250
INV-002551,07BBPFU0939F1Z2,2026-02-01,812625
INV-002552,33CCPFU0939F1Z1,2026-02-02,814000
INV-002553,29ABCDE1234F1Z5,2026-02-03,820000
INV-002554,24AAACB2894G1ZQ,2026-02-04,816750
INV-002555,19AABCU9603R1ZX,2026-02-05,818125
INV-002556,06AAECS1234B1Z7,2026-02-06,819500
INV-002557,09AAKCS4456L1ZR,2026-02-07,820875
INV-002558,32AACCT2456M1ZP,2026-02-08,822250
INV-002559,INVALID_GSTIN_A,2026-02-09,823625
INV-002560,27AAPFU0939F1Z5,2026-02-10,825000
INV-002561,07BBPFU0939F1Z2,2026-02-11,826375
INV-002562,33CCPFU0939F1Z1,2026-02-12,827750
INV-002563,29ABCDE1234F1Z5,2026-02-13,829125
INV-002564,24AAACB2894G1ZQ,2026-02-14,830500
INV-002565,19AABCU9603R1ZX,2026-02-15,831875
INV-002566,06AAECS1234B1Z7,2026-02-16,833250
INV-002567,09AAKCS4456L1ZR,2026-02-17,834625
INV-002568,32AACCT2456M1ZP,2026-02-18,836000
INV-002569,INVALID_GSTIN_A,2026-02-19,837375
INV-002570,27AAPFU0939F1Z5,2026-02-20,838750
INV-002571,07BBPFU0939F1Z2,2026-02-21,840125
INV-002572,33CCPFU0939F1Z1,2026-02-22,841500
INV-002573,29ABCDE1234F1Z5,2026-02-23,842875
INV-002574,24AAACB2894G1ZQ,2026-02-24,844250
INV-002575,19AABCU9603R1ZX,2026-02-25,845625
INV-002576,06AAECS1234B1Z7,2026-02-26,847000
INV-002577,09AAKCS4456L1ZR,2026-02-27,848375
INV-002578,32AACCT2456M1ZP,2026-02-28,849750
INV-002579,INVALID_GSTIN_A,2026-03-01,851125
INV-002580,27AAPFU0939F1Z5,2026-03-02,852500
INV-002581,07BBPFU0939F1Z2,2026-03-03,853875
INV-002582,33CCPFU0939F1Z1,2026-03-04,855250
INV-002583,29ABCDE1234F1Z5,2026-03-05,856625
INV-002584,24AAACB2894G1ZQ,2026-03-06,858000
INV-002585,19AABCU9603R1ZX,2026-03-07,859375
INV-002586,06AAECS1234B1Z7,2026-03-08,860750
INV-002587,09AAKCS4456L1ZR,2026-03-09,862125
INV-002588,32AACCT2456M1ZP,2026-03-10,863500
INV-002589,INVALID_GSTIN_A,2026-03-11,864875
INV-002590,27AAPFU0939F1Z5,2026-03-12,870000
INV-002591,07BBPFU0939F1Z2,2026-03-13,867625
INV-002592,33CCPFU0939F1Z1,2026-03-14,869000
INV-002593,29ABCDE1234F1Z5,2026-03-15,870375
INV-002594,24AAACB2894G1ZQ,2026-03-16,871750
INV-002595,19AABCU9603R1ZX,2026-03-17,873125
INV-002596,06AAECS1234B1Z7,2026-03-18,874500
INV-002597,09AAKCS4456L1ZR,2026-03-19,875875
INV-002598,32AACCT2456M1ZP,2026-03-20,877250
INV-002599,INVALID_GSTIN_A,2026-03-21,878625
INV-002600,27AAPFU0939F1Z5,2026-03-22,880000
INV-002601,07BBPFU0939F1Z2,2026-03-23,881375
INV-002602,33CCPFU0939F1Z1,2026-03-24,882750
INV-002603,29ABCDE1234F1Z5,2026-03-25,884125
INV-002604,24AAACB2894G1ZQ,2026-03-26,885500
INV-002605,19AABCU9603R1ZX,2026-03-27,886875
INV-002606,06AAECS1234B1Z7,2026-03-28,888250
INV-002607,09AAKCS4456L1ZR,2026-03-29,889625
INV-002608,32AACCT2456M1ZP,2026-03-30,891000
INV-002609,INVALID_GSTIN_A,2026-03-31,892375
INV-002610,27AAPFU0939F1Z5,2026-04-01,893750
INV-002611,07BBPFU0939F1Z2,2026-04-02,895125
INV-002612,33CCPFU0939F1Z1,2026-04-03,896500
INV-002613,29ABCDE1234F1Z5,2026-04-04,897875
INV-002614,24AAACB2894G1ZQ,2026-04-05,899250
INV-002615,19AABCU9603R1ZX,2026-04-06,900625
INV-002616,06AAECS1234B1Z7,2026-04-07,902000
INV-002617,09AAKCS4456L1ZR,2026-04-08,903375
INV-002618,32AACCT2456M1ZP,2026-04-09,904750
INV-002619,INVALID_GSTIN_A,2026-04-10,6125
INV-002620,27AAPFU0939F1Z5,2026-04-11,7500
INV-002621,07BBPFU0939F1Z2,2026-04-12,8875
INV-002622,33CCPFU0939F1Z1,2026-04-13,10250
INV-002623,29ABCDE1234F1Z5,2026-04-14,11625
INV-002624,24AAACB2894G1ZQ,2026-04-15,13000
INV-002625,19AABCU9603R1ZX,2026-04-16,14375
INV-002626,06AAECS1234B1Z7,2026-04-17,15750
INV-002627,09AAKCS4456L1ZR,2026-04-18,20000
INV-002628,32AACCT2456M1ZP,2026-04-19,18500
INV-002629,INVALID_GSTIN_A,2026-04-20,19875
INV-002630,27AAPFU0939F1Z5,2026-04-21,21250
INV-002631,07BBPFU0939F1Z2,2026-04-22,22625
INV-002632,33CCPFU0939F1Z1,2026-04-23,24000
INV-002633,29ABCDE1234F1Z5,2026-04-24,25375
INV-002634,24AAACB2894G1ZQ,2026-04-25,26750
INV-002635,19AABCU9603R1ZX,2026-04-26,28125
INV-002636,06AAECS1234B1Z7,2026-04-27,29500
INV-002637,09AAKCS4456L1ZR,2026-04-28,30875
INV-002638,32AACCT2456M1ZP,2026-04-29,32250
